no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_status
2,0,0,4200000,10200000,14,407,24900000,1
0,1,1,9200000,34900000,4,702,66800000,0
2,0,0,4300000,9800000,2,499,26600000,1
1,0,1,7500000,19900000,10,669,36000000,0
5,1,1,5400000,18800000,20,326,37800000,1
3,1,0,5500000,16200000,18,778,36800000,0
2,1,1,2100000,4500000,2,787,15700000,0
0,0,0,3700000,12300000,16,831,23800000,0
0,0,0,8800000,32900000,18,576,48200000,0
5,1,0,5800000,22800000,12,600,43500000,0
4,0,0,7900000,30600000,2,569,38500000,0
1,1,1,3100000,6300000,20,867,18600000,0
0,1,0,4100000,14500000,12,441,29800000,1
2,1,1,9800000,32700000,2,304,56800000,0
5,1,0,3300000,8400000,18,520,21800000,1
0,0,0,2000000,6200000,14,613,8600000,0
2,1,1,600000,1100000,8,885,2200000,0
4,1,1,3600000,9500000,2,841,24900000,0
2,1,0,7500000,29100000,20,815,56300000,0
5,0,1,200000,400000,18,822,1400000,0
4,1,0,9900000,29100000,18,772,82000000,0
5,0,1,6100000,22500000,6,776,46100000,0
4,1,1,3500000,10300000,10,337,29600000,1
0,1,1,7800000,19000000,12,333,70500000,1
3,1,1,8700000,29300000,4,312,46700000,0
2,0,1,5500000,12400000,14,842,28300000,0
3,0,1,1800000,5100000,8,790,5800000,0
2,0,0,8000000,31900000,16,806,50300000,0
5,1,1,7500000,17000000,8,300,41700000,1
5,0,1,3700000,12000000,12,605,23000000,0
2,0,1,1600000,4700000,12,582,9000000,0
5,0,0,1300000,2700000,6,607,8600000,0
5,0,1,2400000,8200000,10,709,17400000,0
4,0,1,4100000,11600000,14,854,25800000,0
2,1,1,7300000,15200000,20,776,54800000,0
1,0,1,8000000,24600000,12,649,43400000,0
3,1,0,7900000,28000000,4,394,58100000,0
4,1,0,7200000,18900000,16,371,44500000,1
3,1,0,6200000,13200000,14,707,53400000,0
2,1,1,5700000,18100000,20,491,28500000,1
0,0,1,5800000,14100000,16,570,32500000,0
1,1,0,900000,3500000,18,395,7600000,1
0,1,1,2200000,7500000,10,497,11900000,1
3,1,1,1800000,5300000,14,440,6800000,1
0,1,1,800000,2400000,16,825,4900000,0
2,0,1,7600000,18100000,14,320,53900000,1
2,0,1,4100000,13500000,4,846,30500000,0
3,0,1,4600000,10900000,12,856,31300000,0
3,0,0,2300000,6800000,10,418,13200000,1
0,1,1,8000000,21100000,6,306,64800000,1
2,1,1,3800000,14500000,16,567,18500000,0
2,1,1,9500000,36800000,6,493,76200000,1
2,0,0,9300000,21200000,2,509,47800000,1
4,0,0,4700000,17000000,4,364,32500000,0
5,1,0,6000000,24000000,20,639,29300000,0
2,0,1,5500000,21700000,2,309,42000000,0
0,1,1,4600000,14800000,6,433,34500000,1
5,1,0,9900000,33600000,20,580,69900000,0
1,0,1,6200000,16200000,4,888,40200000,0
4,1,1,400000,1100000,6,644,3300000,0
1,1,1,7800000,22200000,10,763,44500000,0
0,0,1,2900000,10800000,20,694,19300000,0
3,1,0,500000,1200000,6,757,3200000,0
0,1,0,2500000,6900000,12,471,17800000,1
5,1,0,9000000,35200000,2,437,64900000,0
4,1,1,5200000,11400000,10,406,34100000,1
5,1,0,6000000,19700000,20,376,48000000,1
1,0,0,5100000,13800000,14,350,24600000,1
5,1,1,8000000,22500000,20,784,51700000,0
4,0,1,9200000,25400000,14,765,58500000,0
4,1,0,9800000,32200000,18,593,58200000,0
3,0,1,7600000,30000000,10,344,71400000,1
1,0,0,5100000,11800000,12,314,39600000,1
4,0,1,1500000,3300000,16,382,6900000,1
2,1,1,6200000,16500000,4,510,43300000,1
2,0,1,6300000,24600000,8,464,29800000,1
1,0,1,5500000,14900000,2,403,40100000,1
3,1,0,8100000,30400000,12,606,45500000,0
1,0,0,6300000,22000000,20,646,36400000,0
1,0,0,1100000,3600000,20,495,6300000,1
3,1,1,7200000,21600000,2,626,42800000,0
1,1,1,3000000,6000000,16,518,21000000,1
5,0,0,2700000,7600000,8,746,13700000,0
0,1,0,5000000,16300000,12,737,22200000,0
0,1,0,8400000,22300000,14,371,43400000,1
1,0,0,7700000,27300000,8,509,43300000,1
1,0,0,4700000,14000000,2,411,24000000,1
2,1,0,4300000,11800000,20,701,33700000,0
5,1,0,2500000,8800000,10,769,16200000,0
5,1,1,4400000,12500000,6,740,25800000,0
5,1,0,5700000,11600000,4,892,43500000,0
2,1,0,5300000,13100000,14,417,36100000,1
5,0,0,4600000,14400000,6,785,33700000,0
3,1,0,400000,1100000,16,504,1800000,1
0,1,0,2100000,5900000,14,402,10200000,1
2,0,1,1200000,3500000,16,540,9200000,1
2,0,1,8000000,28400000,10,607,55800000,0
1,0,1,5000000,19400000,10,410,34000000,1
0,1,0,8500000,17200000,12,624,38600000,0
4,0,0,4600000,16600000,16,805,27100000,0
2,0,0,4600000,16100000,18,709,35300000,0
2,1,1,8500000,30900000,14,511,55100000,1
1,0,1,7800000,25100000,18,766,40900000,0
3,1,1,1400000,3800000,16,451,10000000,1
1,1,1,3700000,10200000,4,447,20000000,1
3,1,1,1000000,2500000,18,763,5000000,0
5,1,0,900000,3100000,20,834,5300000,0
2,0,0,5600000,19500000,8,429,36600000,1
4,1,0,3200000,10600000,16,693,24900000,0
1,0,0,2900000,11100000,20,478,18600000,1
2,0,1,300000,800000,10,752,2300000,0
0,0,1,2400000,5900000,14,319,19000000,1
3,0,0,5000000,17600000,8,303,35600000,1
3,1,1,5000000,16700000,20,420,31700000,1
2,1,1,200000,600000,8,552,1500000,0
3,1,1,6000000,16000000,12,606,41300000,0
2,1,0,5600000,13700000,2,558,35600000,0
1,1,0,4500000,12400000,6,504,30500000,1
5,1,1,200000,300000,8,412,600000,1
4,1,1,6200000,18300000,4,900,42000000,0
4,1,1,9800000,23800000,8,634,65800000,0
5,0,1,3900000,9000000,8,340,25900000,1
3,1,1,8300000,20900000,4,615,33200000,0
2,0,1,4900000,12200000,18,353,25200000,1
4,0,1,6900000,16300000,8,606,34000000,0
2,1,0,4500000,14500000,18,498,26400000,1
4,1,0,7500000,21900000,2,585,54600000,0
1,1,1,2300000,6400000,8,578,15400000,0
1,0,0,7400000,15500000,2,693,46900000,0
4,0,0,4800000,14300000,6,795,19600000,0
1,0,0,2600000,9900000,6,594,16400000,0
3,1,1,2700000,10600000,8,840,14400000,0
3,1,0,3700000,10900000,16,301,23100000,1
4,0,1,2600000,9400000,18,481,18100000,1
5,1,1,8800000,23100000,16,531,53500000,1
2,1,0,7500000,15400000,8,332,40500000,1
0,0,0,4700000,18500000,4,516,25900000,0
2,1,0,7100000,26600000,6,727,55300000,0
3,1,1,5500000,19300000,10,344,34700000,1
2,0,0,9500000,31500000,12,650,67800000,0
3,0,1,4200000,15400000,8,362,36300000,1
5,0,1,6900000,18600000,18,307,37800000,1
5,0,0,9900000,24600000,2,530,70400000,1
5,0,0,6700000,17700000,6,482,37800000,1
0,1,1,9300000,22200000,14,701,52300000,0
2,0,0,5600000,17200000,16,586,34400000,0
0,0,1,8100000,17600000,16,384,70400000,1
4,1,0,6000000,18000000,18,882,28900000,0
5,1,1,4200000,11200000,2,758,25200000,0
5,0,0,1600000,4000000,18,529,8800000,1
3,0,1,800000,1500000,2,589,4800000,0
1,0,0,500000,1300000,6,670,3600000,0
5,1,1,4300000,14100000,12,532,34900000,1
0,1,0,4000000,12500000,18,868,28500000,0
2,1,0,2900000,7300000,2,776,23200000,0
5,0,1,2300000,9100000,16,644,16300000,0
0,0,1,1800000,6000000,12,658,12100000,0
1,0,1,8700000,33900000,10,766,45500000,0
3,1,0,7800000,21100000,12,717,38000000,0
2,0,0,3200000,6300000,10,339,15200000,1
0,1,0,1600000,4500000,18,463,8000000,1
4,1,0,2400000,7300000,4,540,12800000,0
1,0,0,1800000,5900000,16,804,9300000,0
1,0,0,7500000,16000000,10,541,48300000,1
4,1,1,6700000,18400000,10,371,23400000,1
5,0,0,5800000,13700000,6,369,28300000,1
0,1,0,500000,1800000,2,651,2600000,0
0,0,1,9400000,30700000,10,477,52000000,1
4,1,0,1600000,6200000,18,554,10600000,0
0,0,1,9300000,25000000,14,362,74300000,1
5,0,0,3700000,14000000,2,469,15200000,0
3,1,0,900000,1900000,12,547,6200000,1
4,1,0,500000,1300000,6,809,1900000,0
1,0,1,7800000,16200000,2,335,47900000,1
5,1,1,5300000,13700000,18,708,33600000,0
0,0,0,300000,700000,16,779,1600000,0
0,0,1,5000000,19900000,6,748,31100000,0
0,0,0,7900000,28600000,18,541,33300000,1
4,0,0,5300000,15800000,2,527,32600000,1
0,1,1,5500000,15300000,4,859,38400000,0
0,0,0,1500000,5600000,18,604,10600000,0
5,0,0,6600000,20100000,18,348,39100000,1
4,0,1,6200000,16200000,20,734,31800000,0
3,0,0,6300000,17000000,16,388,33100000,1
0,0,1,3800000,8100000,20,831,17900000,0
5,1,0,500000,1500000,6,433,3200000,1
2,0,1,5000000,15900000,16,699,40000000,0
0,1,0,4500000,17100000,8,303,37200000,1
4,1,0,1000000,3800000,2,611,6600000,0
2,0,0,1700000,3700000,20,558,13000000,0
4,0,1,1200000,4800000,2,752,7300000,0
5,1,1,8500000,25800000,14,786,68600000,0
0,0,0,8600000,29000000,18,481,56900000,1
2,0,0,400000,1300000,16,507,2200000,1
4,0,0,8700000,19800000,14,715,67400000,0
0,1,0,1800000,5700000,20,392,11100000,1
0,0,1,4700000,17700000,16,887,26100000,0
0,1,0,7300000,21600000,2,479,53600000,1
2,0,0,8400000,32100000,20,328,48400000,1
2,0,1,4800000,12900000,8,740,24900000,0
2,0,0,9200000,34200000,2,456,55000000,0
1,1,0,6200000,21100000,10,467,54900000,1
0,0,1,200000,700000,10,587,600000,1
0,1,1,2500000,6700000,16,569,15400000,0
3,1,1,8000000,24400000,14,399,56700000,1
1,1,0,4600000,15200000,4,593,33200000,0
3,1,1,4900000,12700000,8,409,28500000,1
4,1,0,9500000,21300000,18,353,57700000,1
5,0,1,4500000,11600000,20,306,24300000,1
2,0,1,5900000,14200000,12,499,45400000,1
4,0,0,4200000,14600000,6,324,26900000,1
2,1,1,3300000,11300000,6,647,28300000,0
2,0,1,4900000,12600000,2,767,25300000,0
4,1,0,5300000,10700000,12,821,45800000,0
4,1,0,7200000,17700000,6,338,54200000,1
0,0,0,8400000,24300000,4,785,57100000,0
3,0,0,3800000,11800000,4,694,13900000,0
0,1,0,9900000,22300000,20,613,65800000,0
4,0,1,2900000,8300000,10,318,25800000,1
3,1,1,6000000,18700000,18,783,40400000,0
2,1,0,1700000,5300000,20,761,7900000,0
4,0,1,5300000,12000000,10,329,48000000,1
5,1,1,7500000,15000000,14,661,52200000,0
4,1,0,400000,900000,18,339,1900000,1
1,0,1,8300000,17700000,10,673,61900000,0
3,0,0,4500000,16900000,18,748,37400000,0
3,0,0,4600000,10000000,4,702,28900000,0
4,1,0,4700000,10300000,12,710,38700000,0
0,0,1,900000,3500000,6,331,8400000,1
1,1,0,2400000,7600000,12,372,18100000,1
0,1,1,3900000,9600000,10,783,26800000,0
0,0,0,8300000,31400000,18,558,48400000,0
4,0,1,4700000,13000000,6,552,28200000,0
4,1,0,3900000,10600000,20,544,23000000,1
2,1,0,400000,1000000,6,425,2100000,1
2,1,1,1700000,5100000,18,321,11400000,1
2,0,1,6100000,15500000,8,758,33400000,0
5,0,1,7300000,19600000,10,373,45200000,1
3,1,1,300000,500000,6,876,1800000,0
2,1,0,4300000,14500000,10,594,31400000,0
3,1,0,7000000,18400000,18,837,31800000,0
0,1,1,4900000,16500000,4,600,31800000,0
4,0,0,6200000,12400000,20,547,50200000,1
1,1,0,4100000,15800000,12,431,37900000,1
0,1,1,7300000,22600000,12,851,36800000,0
4,1,1,9200000,28100000,12,760,68100000,0
0,1,0,800000,2400000,2,716,5400000,0
4,1,0,2900000,11200000,10,744,19500000,0
3,1,0,8100000,21600000,4,740,52900000,0
0,0,0,9300000,20300000,14,759,76000000,0
4,0,1,9200000,29400000,14,517,48500000,1
3,1,1,3100000,6300000,18,895,20400000,0
3,1,1,7000000,15400000,20,315,49800000,1
4,1,0,3900000,8800000,14,527,27500000,1
3,0,0,5500000,19800000,14,853,28900000,0
0,0,0,6600000,13700000,20,747,35900000,0
2,1,0,9900000,31600000,16,892,65800000,0
4,0,1,6600000,20500000,8,856,48700000,0
3,0,0,8600000,23600000,4,324,50400000,1
5,0,0,7900000,28600000,12,812,68200000,0
5,0,1,6800000,22600000,2,804,44100000,0
4,0,0,700000,1800000,8,874,4200000,0
2,1,1,3800000,10000000,12,516,25900000,1
5,0,1,6900000,18300000,4,402,55000000,1
1,0,1,3700000,12400000,12,330,17600000,1
1,0,0,7900000,24000000,12,867,70600000,0
4,0,1,8800000,34200000,16,844,61100000,0
5,1,1,3300000,7800000,8,310,19400000,1
4,1,0,5800000,14200000,20,535,38700000,1
1,0,1,7400000,29500000,16,323,51900000,1
1,0,0,8200000,25600000,4,686,29600000,0
0,1,1,3300000,9600000,8,465,18500000,1
4,0,1,5300000,10700000,12,547,28500000,1
1,1,0,5700000,19100000,12,649,40500000,0
2,1,0,9000000,31000000,14,670,70700000,0
3,0,0,5900000,14400000,10,408,34200000,1
2,1,0,5400000,11900000,6,303,46500000,1
0,0,0,9800000,34800000,14,497,38600000,1
4,0,1,9800000,34100000,14,740,55600000,0
4,1,1,3800000,8200000,4,309,28300000,1
0,1,0,9500000,24400000,14,769,61800000,0
3,0,1,2500000,7100000,6,420,18800000,1
1,0,0,1900000,6000000,20,540,8100000,1
5,0,1,4400000,10600000,20,806,26600000,0
4,0,1,1400000,2900000,6,723,10100000,0
5,1,1,3200000,11800000,16,565,21800000,0
1,0,1,3100000,9200000,16,374,16500000,1
4,0,0,4500000,9900000,10,509,29100000,1
3,1,1,9300000,23500000,16,728,50500000,0
2,0,0,6900000,18200000,20,396,48200000,1
0,1,1,3900000,8600000,2,667,26400000,0
5,1,0,3200000,7400000,12,583,29100000,0
1,1,1,5600000,21100000,10,459,33100000,1
4,1,1,3700000,11900000,18,635,28400000,0
3,1,0,8400000,27200000,12,604,58600000,0
0,1,1,4200000,8900000,14,796,22700000,0
4,0,0,3800000,8500000,10,416,30000000,1
3,0,0,3200000,8200000,8,311,22800000,1
1,0,0,9700000,33900000,10,833,75700000,0
1,1,1,4300000,9400000,6,543,31600000,1
5,0,1,8100000,20300000,18,751,48600000,0
5,1,1,9400000,23200000,14,885,57700000,0
4,1,1,8100000,19400000,6,346,50900000,1
4,0,0,6500000,14500000,4,588,49000000,0
2,0,0,9400000,23100000,4,488,63100000,1
1,1,1,2600000,6600000,20,765,8800000,0
3,1,1,8000000,25600000,6,337,38000000,1
1,0,0,4700000,9300000,8,515,26000000,1
2,0,1,7600000,22300000,12,555,40700000,0
1,0,1,6800000,27200000,2,702,40400000,0
2,1,1,6600000,17000000,2,457,31900000,1
2,0,0,8200000,27200000,10,425,50100000,1
1,0,1,4400000,12300000,6,583,34100000,0
1,1,0,8300000,29200000,6,877,64600000,0
0,0,0,9200000,36500000,14,522,51400000,1
5,1,1,2700000,8700000,20,687,14100000,0
0,0,0,6100000,23600000,20,856,32600000,0
4,1,1,9100000,33000000,8,543,60800000,1
5,1,1,7600000,15400000,14,576,34300000,0
2,1,0,7200000,17000000,10,856,52600000,0
0,0,1,2600000,8200000,8,722,18000000,0
4,0,1,6500000,20200000,12,653,50200000,0
5,0,0,8900000,35500000,16,480,58600000,1
2,0,1,5400000,14300000,14,477,27500000,1
0,0,0,300000,500000,2,885,1500000,0
0,1,0,8400000,19600000,18,530,57100000,1
3,0,0,8300000,17200000,8,870,41800000,0
4,1,0,1700000,5600000,8,395,9400000,1
2,1,0,1500000,4200000,16,771,10100000,0
1,1,1,200000,500000,2,579,1200000,0
1,0,1,1000000,3700000,14,798,7400000,0
3,1,1,8800000,25100000,8,473,54600000,1
0,0,1,1000000,3200000,8,304,5500000,1
0,1,1,8600000,23000000,14,678,70100000,0
5,0,1,2400000,8900000,2,745,15000000,0
1,0,0,2400000,8900000,8,835,10200000,0
5,1,1,6000000,12100000,20,848,40300000,0
5,1,0,7600000,16300000,18,872,32700000,0
3,1,0,8000000,20100000,10,608,56600000,0
0,0,1,5400000,19500000,16,758,29600000,0
0,1,1,1400000,3700000,4,841,9600000,0
0,1,1,800000,2600000,2,618,4000000,0
4,0,1,300000,1100000,4,457,2300000,0
0,0,0,4100000,14400000,4,844,22800000,0
2,1,0,1500000,3800000,4,776,9500000,0
1,1,0,4600000,13900000,8,520,31700000,1
1,0,1,3300000,7500000,12,648,18400000,0
4,1,1,7900000,31400000,10,654,62100000,0
0,1,0,8100000,26500000,20,342,40900000,1
5,1,0,900000,2800000,16,808,6900000,0
1,0,1,4900000,15200000,10,429,30700000,1
3,0,1,6100000,18100000,14,538,39700000,1
3,1,0,4500000,16400000,6,533,23500000,1
2,0,1,2900000,7300000,8,394,22000000,1
1,1,0,7900000,29300000,2,771,54800000,0
5,0,1,4100000,10100000,4,792,24000000,0
5,1,1,7700000,15500000,8,407,46500000,1
0,1,0,5600000,19300000,18,544,35500000,1
5,0,0,9000000,18000000,18,509,55900000,1
4,1,1,6400000,18400000,16,320,43500000,1
4,0,0,6900000,14700000,2,496,38500000,1
3,1,0,9100000,27400000,18,652,54300000,0
2,0,1,1100000,3700000,2,806,6900000,0
4,1,0,1700000,4500000,12,821,11500000,0
5,0,1,9200000,28800000,20,618,69600000,0
2,1,1,8300000,20600000,12,729,71200000,0
5,1,1,5000000,10600000,6,839,44500000,0
3,0,0,2200000,6400000,2,318,9300000,1
2,0,0,4500000,9600000,16,404,27500000,1
5,1,1,4100000,9000000,6,581,22800000,0
1,1,0,2800000,6800000,18,596,17100000,0
1,1,0,6600000,20700000,4,415,46300000,0
3,1,1,3200000,7200000,6,728,19400000,0
0,1,0,6300000,13300000,2,666,31900000,0
2,0,0,4700000,17700000,14,675,32600000,0
0,0,0,4100000,15400000,16,304,27500000,1
5,0,1,7100000,15500000,4,474,48400000,1
4,0,1,4900000,10200000,18,370,33400000,1
4,0,0,5600000,20300000,20,596,36600000,0
4,0,0,3400000,8300000,2,567,20500000,0
3,1,0,4500000,16100000,16,671,32300000,0
2,0,0,300000,800000,18,819,1900000,0
5,1,1,7600000,23000000,10,829,35300000,0
5,0,0,500000,1200000,12,454,3200000,1
0,0,1,5900000,15200000,16,399,37100000,1
0,0,0,7100000,20700000,10,784,57400000,0
2,1,1,8500000,26900000,6,538,63800000,1
0,0,1,6400000,16900000,16,759,41600000,0
2,0,0,7100000,21400000,12,699,52200000,0
5,1,0,1800000,5400000,14,347,11700000,1
3,1,1,6600000,25200000,20,598,46000000,0
4,0,1,8800000,27100000,2,406,54400000,0
2,1,0,4800000,15800000,20,860,23500000,0
5,0,1,4400000,16500000,10,806,21900000,0
0,1,0,2000000,6900000,2,448,15200000,0
2,0,0,6800000,22600000,20,393,32800000,1
5,1,1,6600000,16000000,12,811,37800000,0
2,0,0,3300000,7900000,20,829,22700000,0
3,1,0,7400000,23400000,16,700,51900000,0
0,1,1,4500000,12400000,18,719,22800000,0
1,1,1,9500000,30500000,12,430,54700000,1
1,0,0,800000,3000000,4,338,4900000,0
2,0,0,4000000,13000000,4,695,33000000,0
2,1,0,7000000,25700000,18,374,36500000,1
3,0,0,3500000,8500000,18,609,22500000,0
3,0,1,9700000,36000000,6,631,45000000,0
0,1,0,3400000,10800000,6,439,20200000,1
1,0,1,4600000,13500000,20,837,27700000,0
4,0,0,3800000,10400000,10,833,28300000,0
4,1,1,4200000,9600000,20,863,20800000,0
2,0,0,2500000,8700000,4,684,12900000,0
0,1,1,7000000,24600000,6,542,38200000,1
1,1,0,5300000,11500000,8,753,31600000,0
0,1,0,6400000,14200000,2,512,37400000,1
3,1,0,3400000,8100000,12,385,24800000,1
4,1,0,6700000,18800000,2,749,52000000,0
1,1,1,4600000,10100000,4,618,19500000,0
4,0,1,900000,2500000,4,583,5000000,0
0,0,0,5100000,19900000,18,655,28600000,0
0,1,1,7000000,20900000,20,380,49900000,1
3,0,1,4100000,14700000,6,679,26400000,0
2,0,0,4600000,14800000,6,410,41600000,1
2,0,1,3600000,11500000,8,590,20700000,0
5,0,0,5900000,13800000,14,397,36400000,1
2,0,0,600000,2100000,16,425,4000000,1
0,0,0,4900000,16400000,2,383,27600000,0
5,0,1,6400000,23900000,6,406,56800000,1
2,0,0,7000000,19800000,10,563,44100000,0
3,0,1,6700000,13400000,14,782,44300000,0
1,1,1,800000,2200000,4,852,4300000,0
5,1,0,7600000,27800000,2,753,55500000,0
5,0,1,3200000,7600000,4,489,20400000,1
2,1,1,4900000,13800000,2,586,28200000,0
3,1,0,7200000,20800000,16,560,37500000,0
3,0,0,5600000,20600000,6,487,40400000,1
4,0,1,7300000,18300000,8,434,46400000,1
4,1,0,3300000,7000000,20,504,21200000,1
2,0,1,9200000,25300000,4,827,72100000,0
3,1,1,8100000,23300000,20,657,52900000,0
5,0,0,6600000,21400000,10,447,50400000,1
0,0,1,4200000,13600000,4,834,27200000,0
2,0,0,5800000,21700000,8,354,33800000,1
2,0,1,5600000,21000000,18,883,38300000,0
0,1,1,3600000,9900000,12,641,24500000,0
1,0,1,7700000,16900000,6,621,68100000,0
0,0,1,7800000,23300000,10,587,59000000,0
3,1,0,5700000,15400000,16,424,29700000,1
5,0,0,6300000,20500000,14,515,35300000,1
5,1,1,2300000,4700000,18,592,14500000,0
4,0,1,9600000,19900000,6,319,54400000,1
1,1,1,1000000,3900000,16,360,5500000,1
5,0,1,7200000,27100000,12,535,54100000,1
2,1,1,3800000,11400000,16,666,23200000,0
4,1,1,9300000,24600000,16,419,49900000,1
2,1,1,7200000,21900000,12,640,29800000,0
0,0,0,7600000,19700000,12,545,46300000,1
4,0,0,4500000,15300000,10,843,33100000,0
1,1,1,9900000,30900000,20,559,68900000,0
0,1,1,700000,2000000,18,650,5000000,0
0,0,0,3500000,12300000,16,479,28300000,1
1,0,1,300000,1000000,14,324,1400000,1
5,1,1,5400000,16700000,2,354,30100000,0
4,1,1,2800000,8400000,10,521,15500000,1
5,1,1,4900000,15900000,8,505,38300000,1
4,1,0,600000,1700000,12,436,2800000,1
0,0,0,3000000,8100000,6,683,21500000,0
0,0,0,1800000,5800000,18,348,11300000,1
4,0,1,5100000,15700000,6,867,42300000,0
5,0,0,1400000,4100000,14,880,10400000,0
2,0,1,6700000,25500000,10,673,49800000,0
3,1,0,4300000,12600000,18,482,29500000,1
3,0,1,7800000,19600000,4,767,56800000,0
3,1,0,5400000,15800000,18,760,38600000,0
0,1,0,500000,1900000,2,857,3700000,0
1,0,0,8600000,26700000,10,735,52800000,0
3,0,0,2500000,9300000,4,810,19100000,0
4,1,0,3000000,7200000,2,680,15600000,0
5,1,1,7000000,26900000,4,889,35400000,0
1,1,1,400000,1500000,16,688,2100000,0
5,1,0,5200000,13700000,16,531,31900000,1
3,0,0,3300000,11100000,2,660,27000000,0
1,1,1,2400000,8800000,18,414,15400000,1
4,0,1,5800000,15800000,14,528,36500000,1
4,1,1,9400000,20000000,12,817,47600000,0
2,1,0,6100000,15300000,2,799,35700000,0
1,0,1,7500000,21400000,20,655,59500000,0
2,1,0,4100000,16200000,6,546,25400000,1
3,1,0,8500000,30800000,14,745,45800000,0
0,0,0,4300000,16900000,8,884,27600000,0
5,1,0,9300000,22000000,4,822,67200000,0
4,1,0,6000000,18700000,2,623,33100000,0
1,1,1,5300000,18900000,16,361,22700000,1
5,1,1,7400000,16200000,2,778,48300000,0
1,1,1,1100000,3800000,8,779,8000000,0
1,0,1,6600000,20700000,4,594,40300000,0
3,0,0,8200000,28300000,2,530,57800000,0
3,1,0,3300000,9300000,12,324,17400000,1
4,0,1,2500000,9000000,10,394,19000000,1
3,0,1,3300000,10400000,12,816,30100000,0
5,1,0,1000000,2300000,16,423,6700000,1
5,0,1,6200000,12800000,2,539,42500000,1
1,0,0,7000000,21000000,20,554,43700000,0
2,0,1,7000000,19000000,6,523,49900000,1
1,1,1,5300000,12000000,10,852,34700000,0
0,1,1,1800000,3700000,2,505,12200000,1
0,0,1,2300000,7900000,10,430,19400000,1
2,0,0,4000000,9200000,16,784,21700000,0
1,1,0,8900000,24000000,6,380,59100000,1
3,0,0,8000000,18600000,20,565,42100000,0
4,0,1,7900000,26900000,14,446,49900000,1
5,0,1,6700000,20200000,8,406,34200000,1
4,1,0,2400000,6000000,6,712,16200000,0
4,1,0,8600000,22600000,14,729,48900000,0
1,1,1,5300000,14600000,20,508,35600000,1
0,0,0,7400000,24900000,20,648,44500000,0
0,1,1,8700000,18700000,10,346,41900000,1
5,0,0,8200000,18500000,4,394,53800000,1
0,1,1,3700000,9700000,12,501,23000000,1
5,1,1,9200000,36300000,2,655,45100000,0
4,1,0,6100000,20900000,4,662,44600000,0
2,0,1,8800000,30800000,20,820,44100000,0
5,1,0,9200000,18900000,10,521,53100000,1
3,0,0,7200000,27900000,12,473,66400000,1
1,0,0,600000,1200000,10,561,3200000,0
5,0,0,8000000,23100000,20,461,44800000,1
4,0,1,6900000,13800000,16,715,37300000,0
0,1,1,4300000,15600000,18,440,22200000,1
3,1,1,8500000,24900000,18,749,52600000,0
4,1,0,8600000,17400000,2,787,51300000,0
3,0,0,6300000,13900000,18,748,56800000,0
3,1,1,5800000,13600000,12,321,30700000,1
3,0,1,1000000,2300000,10,303,4900000,1
0,1,1,1700000,5400000,8,682,9400000,0
2,1,0,3200000,8600000,18,638,18000000,0
0,0,1,7500000,16600000,14,440,66100000,1
1,1,1,2000000,6600000,10,873,10300000,0
3,1,0,9100000,19700000,20,437,56600000,1
4,0,1,8400000,19700000,8,796,55000000,0
4,0,0,7100000,27200000,16,824,36700000,0
2,1,0,200000,800000,6,338,600000,1
0,1,1,5000000,14900000,12,575,33200000,0
0,1,1,4500000,16900000,8,773,33100000,0
2,1,1,5100000,19700000,2,733,23600000,0
3,0,1,4100000,10600000,14,475,28100000,1
1,1,0,7200000,15000000,10,677,43100000,0
3,1,0,7800000,17700000,6,403,51000000,1
3,0,1,7500000,25300000,12,767,53000000,0
3,0,1,6400000,21000000,2,813,39700000,0
4,0,0,7000000,25700000,20,597,71000000,0
4,1,1,9000000,31100000,8,896,48000000,0
2,1,1,4400000,13900000,6,810,37600000,0
2,1,0,900000,2000000,14,337,4400000,1
1,0,0,9800000,26900000,18,792,67100000,0
4,1,0,600000,1600000,6,784,2800000,0
5,0,1,9700000,30100000,12,434,65400000,1
2,0,1,8400000,32600000,10,384,44100000,1
1,0,0,8300000,24900000,10,642,54300000,0
4,0,0,7900000,29900000,8,314,60700000,1
1,1,0,8600000,25900000,2,606,63500000,0
5,1,1,6700000,17600000,14,843,38000000,0
0,0,0,2700000,7400000,10,778,16000000,0
0,1,0,6600000,25600000,8,718,55500000,0
1,0,1,7100000,20800000,20,437,50400000,1
5,0,1,300000,700000,10,586,1500000,0
2,0,0,2200000,7000000,6,777,14200000,0
1,0,1,8700000,31700000,12,525,54400000,1
4,0,0,7200000,23100000,12,632,36900000,0
0,1,0,2000000,4800000,20,337,10700000,1
4,0,1,8600000,27900000,8,458,69900000,1
2,0,1,2300000,5400000,8,364,14000000,1
2,1,1,9600000,29800000,16,499,74000000,1
2,0,1,1900000,6500000,16,887,9400000,0
1,0,0,2100000,6300000,16,882,16700000,0
1,1,1,3900000,8700000,8,817,16200000,0
5,1,1,200000,300000,10,704,1600000,0
1,1,1,1900000,4500000,12,742,8800000,0
0,1,1,3200000,11600000,4,393,16100000,0
0,1,0,1100000,4300000,18,828,5300000,0
5,0,1,8000000,21500000,12,779,57900000,0
4,0,1,6100000,21700000,6,860,34500000,0
5,0,0,3200000,10600000,2,432,25100000,0
4,0,1,9000000,30400000,20,532,72000000,1
0,1,1,1200000,3200000,2,678,6800000,0
3,0,0,7900000,27000000,6,601,64600000,0
